id,admitted,test_score,ap,avg_ap,sat_subjects,gpa,female,minority,international,sports,school,early_app,alumni,program,add_info
RVTBAR3PAX,0,2110,3,3,3,3.64,1,0,0,0,Harvard,0,0,Women s Studies Psychology,Yearbook Club co editorNational Honor Society Foreign Language Honor Society Chemistry Award top 10 in 6 countiesrecommendations good interviews for Smith College good University of Rochester good Brown good Brandeis phone interview okay Harvard not good Yale not good grades dropped in junior and senior years to low 90 s didn t take many advanced class in senior year withdrew from AP statistics in senior year which showed up on transcript
NCMPSKOCI2,0,2110,3,4,3,4,0,0,0,0,Harvard,0,0,Business,
XPC7HH0GIZ,0,2110,0,0,3,3.68,1,0,0,0,Harvard,0,0,economics,heavily involved in choral music first soprano in both of the high school singing groups 9th to 12th grade about 3 hours per week rehearsal time business manager of the literary magazine 10th through 12th grade about 5 hours per week for 10 to 15 weeks president of the China Culture and Service Club 10th through 12th grade 2 hours per week Model UN 9th through 12th grade 2 hours per week for 10 to 15 weeksmember of the Societe Honoraire de Francais member of the Tri M Music Honor Society member of the National Honor Society member of the National Association of High School Scholars Best Student in IB Mandarin Chinese SL Top Choir StudentI spent the summer before my senior year in Shanghai China taking Mandarin language classes at a local school I lived independently in an apartment with another student for four weeks It showed my maturity independence and adaptability I also interview pretty well I had very strong letters of recommendation from my IB Economics HL teacher and my IB Math HL teacher 
R6AKHJROLI,1,2110,4,3.75,3,4,1,1,0,0,Harvard,0,0,Economics,Speech and Debate Team 4 years Leadership President Treasurer Secretary Time 10 hrs week 40 weeks year Yearbook Staff 3 years Leadership Section Editor Time 6 hrs week 40 weeks year Academic Challenge Team 3 years Leadership Captain 15 hrs week 12 weeks year Member of National Honor Society Mu Alpha Theta and Science Olympiad Team Girl Scouts 4 years 5 hrs week 40 weeks year Work for a dance studio 13 15 hours week all year Had jobs at McDonalds and KFC also worked as a tutor for sometime Hobbies Piano average 10 hours week all year piano ensembles music team archery National Honor Society Mu Alpha Theta A Award 3 years State Qualified Debate Team English Hall of Fame National Merit Scholar Commended National Achievement Scholar Best All Around Debater Award Best Extemporaneous Speaker Award National Forensic League Degree of Special Distinction AP Scholar Student of the Month J Scott Scholarship RecipientI believe that I am not that impressive on paper that is why for me my recommendations and inteviews will make all the differences I am a mature level headed person and I hope that this and my ambition will come across 
IVXJU3HN7G,0,2110,6,4.166666667,4,4,0,0,0,0,Harvard,0,1,Political Science,Green Alliance founder president 2 years Advanced Chorus 3 5 years Senior Play 1 year Democratic Party staffer Young Democrats of America at national and local level Obama for America Indiana Democratic Party 50 hours volunteered a week in election seasons 3 years Beta Club Junior and Senior Divisions 4 years Terre Haute PFLAG 3 years Science Olympiad Junior and Senior Divisions 4 years Academic Team Academic Super Bowl Spell Bowl Knowledge Masters Quiz Bowl captain 4 years summer work at hometown newspaper parents business 4 years Presbyterian Church Youth Connection Deacon 4 years All State Honor Choir 1 year Spanish Club 1 year Hoosier Boys State Party Chairman 1 year Varsity Boys Soccer 1 year Varsity Boys Golf 1 year National Honor Society Valedictorian AP Scholar with Distinction Diploma with Academic Honor Varsity Letter soccer I will also take the AP exams in Calculus AB American Government and Politics Comparative Government and Politics Human Geography and Psychology Only US History European History Calculus AB and Biology were offered physically in my high school Psychology and Microeconomics were taken online and all other exams I studied will study for myself Recommendations given by teachers in European and World History and Trigonometry former talked about my passion for social sciences latter talked about my personal growth Principal and Guidance Counselor talked about the limitations from my high school that I ve overcome Interview at Harvard given at home by lawyer who interviewed my brother and sister as well He expressed surprise that I was wait listed Interview at Yale given on campus by member of Yale College Democrats we discussed upcoming elections and governmental policy at depth and introduced me to the head of College Dems Suggested that I would have a good chance for admission Essays about working with the Obama campaign and finding passion in life other essays were about show choir and music My biggest negative factor were my SAT I scores I think I got into Stanford and waitlisted at Harvard simply because of my uniqueness I am an openly gay Presbyterian deacon political activist who does show choir from a tiny rural high school in impoverished south west Indiana Parents educated at Indiana University Bloomington Bachelor s degrees mother in Journalism 82 father in Environmental and Public Affairs 75 father attended but did not complete work on Master s degree from the University of Illinois at Urbana Champaign Publish and manage a local newspaper upper middle class Brother and Sister educated at Harvard University 08 and 09 respectively College Credit earned at Georgetown University and Vincennes University a community college in Indiana 
L9KDJVVH9N,0,2110,7,4.142857143,2,3.86,1,0,0,0,Harvard,0,0,Math,
Q5HHXQOT8O,0,2110,0,0,3,3.98,1,0,0,0,Harvard,0,0,Biology Pre med,Marching Band 4 years Clarinet section leader Concert Choir Chamber Women s Choir Adv Women s Choir 4 years Librarian Academic Team 4 years Vice President Beta Club 3 years Secretary National Honor Society 3 years Treasurer Class Officer 2 years Treasurer Student Council 2 years Assistant Treasurer Prom Committee 2 years Youth Advocacy Corps 1 year Teen Court 1 year Hopkinsville Christian County Youth Leadership Program 1 year Indoor Drumline 1 year Winterguard 1 year Who s Who Among American High School Students Certificate of Achievement Political Science Excellence Award Intro to Chem and Physics Citizenship Award Certificate of Achievement Adv Algebra II Certificate of Achievement AP US History Selected for Governor s Scholars Program Academic Team Most Points Earned Academic Team Dedication Award District Governor s Cup 4th place Language Arts People to People Student Ambassador Outstanding Band Freshman Award Outstanding Band Junior Award All District Honor Band member Quad State Honor Band member Austin Peay State University Honor Band member Western Kentucky University Honor Band member Quad State Honor Choir member All State Honor Choir member Principal s List Honor Roll
7I0LSY9S9S,0,2110,4,3.5,3,3.9,0,1,0,0,Harvard,0,0,Electrical Engineering,Varsity FootballAP Scholar with honor Metro Conference Player of the Year Football
DJM5BMPX2S,1,2110,6,4.833333333,3,4,1,0,0,0,Harvard,0,0,Biochemistry,Varsity Basketball co captain Advanced Orchestra section leader treasurer Volunteer at Hospice stop motion animation art hobby Speech and Debate National Honor Society Powder Puff Girl s Football High School kickball league Harvard Book Award 2 Student of the Month Math and Science 3rd Place in national video contest most improved player orchestra 2 wildcat award basketball 2 Student athlete award basketball Questbridge Collegematch Finalists Questbridge College Prep Counseling Award recipient I had an interview with a Harvard Yale Northwestern and UChi representative One aspect that may have affected my application as portrayed through my essay was the year I lived with my Dad when he struggled without a home car or job and he was going through a seperation at the time as well 
BVI46K5LGS,0,2110,0,0,3,4,1,1,0,0,Harvard,0,0,Chemical Engineering Political Science,Dance Ballet jazz tap modern hip hop flamenco for 11 5 years Cecchetti Council of America commended student Many dance scholarships 3 years of school plays Choir Chamber and Jazz Mr T Club Young Bagelians Club National American Miss CO CO Jr National Teenager Over 1000 hours of community serviceYoungest I B Student in CO History entering at age 13 NAACP 4 years in a row Spotlight on youth award Who s Who NSHSS Harvard Summer School Principals Honor Roll for 4 years Featured on The Dr Phil ShowI am hoping that my commitment to my extracuriculars and the fact that I have completed many summer programs coupled with the fact that I am only 14 will be my hook I take the hardest course load possible and 1 5 years of college courses linear algerbra Harvard Interview It was great The first day was 1 1 2 hours the second day was an additional 30 min and the third day was an email Columbia Interview It was real good My interviewer made a lot of jokes about how old 70 s he is He recommended me which was the important part The interview lasted an hour 2 2 07 First scholarship denile from the Elks Lodge I guess membership has its privileges 2 26 07 Second scholarship denile by the Ron Brown Scholarship A little disappointed with this one I really thought I would get this Well on to the next 3 3 07 Third scholarship rejection by the Washington Crossing Foundation Wasn t expecting much from this one but I hope this trend is not a sign of things to come feeling nervous 3 16 07 Well I got into CC today and at least I have somewhere to go if I don t get in anywhere else I will say that my interview is key for me because of my age My CC interview was great and the personal note from the admissions counsel was that they were impressed with my love for knowledge and hoped that I would persue math and languages I hope it isn t downhill from here Congratulations to all other CCers 3 22 07 Okay I was totally not expecting this today totally stoked After all of the scholarship rejections I thought for sure I was doomed for my selective colleges In addition to being accepted by Williams I was chosen to fly out for scholarship weekend More than what I expected I am soooo excited If I didn t get in anywhere else Williams was worth it Congrats to every one else who got in 3 24 07 Well my mom gave me a jult by showing me my acceptance to CMU I am so excited and can t believe that I have as many acceptances as I do I hope that I can keep up the momentum I was also chosen as a diversity scholar for CMU I already have so many decisions to make Good luck to all 3 27 07 Finally got my first rejection Thin one sheet and polite I don t think that an all girls school was a good fit for a pageant girl anyway Something tells me I would have stood out like a sore thumb But I m okay I have 3 great acceptances and have 5 decisions to go Now I really hope it doesn t go downhill from here I am hoping to get into at least 6 of the 9 choices Congrats to those who made it into Wellesley 3 29 07 Well let me start with the good news first UPENN I was so excited as this was my first notification of the day I was thrilled to be accepted to the CEAS program and the college Was listed as my second choice but was really tied for first My mom was happy because she thought it was a better match for me Goes to show that mother knows best COLUMBIA FU I was waitlisted which was a total shock because I was expecting an out right rejection from them And with their 8 9 acceptance rate I can t complain much HARVARD My true disappointment Out of every school that I applied to I had the most support and the biggest leg into this institution I know it is truly a numbers game I don t feel bad though because I still got into an Ivey 3 31 07 Rejected from Gtown Kinda glad because I already have a tough choice to make with the colleges that accepted me Besides I have been rejected by better 8 down 1 to go If I am rejected by Reed it won t matter because I want to go to the eastcoast anyway 4 2 07 Well the wait is finally over I got waitlisted to my suprize by Reed I wasn t going to go but the answer is certainly confusing Well I have enough tough decisions to make and it won t be easy I still have scholarships out their that I am still waiting for so the seaso
V2UOZWHJS1,0,2110,2,4.5,4,3.83,0,0,0,0,Harvard,0,0,Physics Astronomy,Debate UIL TFA TOC NFL Lincoln Douglas Captain Informative Extemporaneous Speaking Domestic Extemporaneous Speaking Student Congress 4 Years 20 30 hours week 45 weeks year Spanish Club 1 year 2 4 hours week 5 weeks year Chemistry Club President Co Founder Treasurer 2 years 3 hours week 8 weeks year Physics Club 2 years 2 hours week 8 weeks year Debate Club 4 years 10 20 hours week 20 40 weeks year C4 Club Co founder Historian 2 years 1 hour week 12 weeks year Drama Club Longview Gregg County Teen CourtSuperintendent s honor roll Outstanding Academic Subject Award Chemistry AP Chem Theatre I Debate I Debate II Debate III Lead Defense Attorney at Longview Gregg County Teen Court TFA State Qualifier LD Debate DX UIL State Qualifier IX UIL State 3rd Place Info Xtemp 2007 2008 school year UIL Regional Qualifier Info Xtemp 2007 2008 2008 2009 2009 2010 UIL Regional Qualifier LD Debate 2007 2008 2008 2009 2009 2010 UIL District Qualifier Info Extemp 2006 2007 2007 2008 2008 2009 2009 2010 UIL District Qualifier LD Debate 2006 2007 2007 2008 2008 2009 2009 2010 NFL Nationals Triple Qualifier LD Debate DX Congress 2009 2010 Debate Invitationals 1st Place 39 Debate Invitationals 2nd Place 34 Debate Invitationals 3rd Place 27 Debate Invitationals Triple Octas qual 2 Debate Invitationals Double Octas qual 8 Debate Invitationals Octas qual 8 Debate Invitationals Quarters qual 5 Debate Invitationals Semis Qual 2 NFL All American Debate Team Member Debate Top Speaker 8
V34SHORW3H,0,2110,2,4,3,3.28,0,1,0,0,Harvard,0,0,Theatre,Chamber Orchestra Secretary Section Leader 5 40 Jazz Ensemble President 1 40 NJS Secretary 3 40 Community Service 1 35 Varsity Swimming 10 15National Latin Award Maxima Cum Laude National Honor Society Secretary Honors in Community Service Honor Roll CSUN1 Teenage Drama Workshop Honor Roll CSUN Teenage Drama Workshop Fellowship Chamber Orchestra Director s Award in Orchestra Chamber Orchestra Section Leader Principal Bass Secretary Chamber Orchestra Most Improved Musician Varsity Swimming Most Inspirational Swimmer Varsity Swimming Most Improved Swimmer Winner Battle of the Bands bass player AP Scholar with HonorsI had strong recommendations and positive interviews with alumni I believe that my essays set me apart I was extremely on top of the application process hence gaining admission to a highly selective college 
7GYB86XGBY,0,2100,3,4,2,3.9,1,1,0,0,Harvard,0,0,Chemistry,Varsity Track 4 yrs Altar Server 7yrs Religion teacher 2yrs Science Olympiad Secretary 2yrs Gay Straight Alliance Secretary 2yrs Outstanding participant in the national achievement scholarship program random PSAT stuff Track stuff perfect attendance 10 yr principles awards school record in Discus Nigerian citizen Living in U S I play the viola I throw the discus for track Involved in Scientific research teacher recs were from teachers that I ve known forever guidance rec was great i think the tipping point for the acceptances and rejections at the more selective schools was the amount of interest that I showed in the school unique stuff stuff that connected me to the school Interviews were good pretty laid back interviewers made it fun and brought up some cool topics But interviews didn t seem to make a difference Best interview was Yale followed by Brown then Harvard then Columbia Results do not correlate Thats it Good luck to everyone else 
I3D082HS29,1,2100,3,4.666666667,2,4,0,0,0,0,Harvard,0,0,Biology,All my interviews went great i had good recommendations and i think they really liked my essays I had only been in the U S 4 years so they put my situation in context 
FH9YG8SSEQ,0,2100,3,4,3,4,0,0,0,0,Harvard,0,0,Physics Mathematics,
30HTZOJDD9,0,2100,5,3.8,3,3.8,1,0,0,0,Harvard,0,0,Poli Sci and Business,
A4LIIBZHMW,0,2100,0,0,0,4,1,0,0,0,Harvard,0,0,engineering,
E3BBGW2SSO,0,2100,2,3.5,3,3.76,0,0,0,0,Harvard,0,0,Business Econ Psych ,alotsomedont wait til the last minute to send in applications
CW117FI2GT,0,2100,1,5,3,3.96,0,0,0,0,Harvard,0,1,Economics,
ET46BRYCCQ,0,2100,2,4.5,3,3.98,0,0,0,0,Harvard,0,0,,
NTN94CZLJA,0,2100,7,4,3,3.8,1,0,0,0,Harvard,0,0,Biology,JROTC Battalion Executive Officer French Club Secretary Cross Country Indoor track Basketball Church volunteer servicesPurple Heart Award JROTC Distinguished Cadet Veterans Award JROTC 
MXJIJWX7VI,1,2100,0,0,6,4,1,0,0,0,Harvard,0,0,bank robery,qsdvasvferf
91XZ7KVRD1,1,2090,4,3.75,5,3.98,1,0,0,0,Harvard,0,0,Economics,Future Business Leaders of America Best Buddies California Scholarship FederationPSAT Commended Scholar AP Scholar History Day WinnerExcellent recommendations and interview Unusual hobby
HNMN21SHPB,1,2090,1,3,3,3.86,0,0,0,1,Harvard,0,1,Economics,Eagle Scout High School Leadership Team Varsity Volleyball Team Captain Club Volleyball Team Captain Member of Missions Teams to Uganda and Mexico Member of High Adventure Expeditions Teams to The Matterhorn Mount Kilamanjaro and Mt Whitney CSF Lifetime Member NHS Recipient of 2009 Young Leader of Orange County awarded scholarship Nominated and Member of National Youth Leadership Conference High School Defensive Volleyball Player of the Year 2009 Rookie Player of the Year 2008 
BLGSH8WM7Z,0,2090,0,0,0,3.3,0,0,0,0,Harvard,1,0,Quantitate Economics,Class President Wrestling CaptainFirst generation college student
U67325ZHZ5,0,2090,1,5,2,3.72,1,1,0,0,Harvard,0,0,International Relations,cheerleading captain sophomore year 12 5 hours week drama club spring musical 15 hours week fall drama 15 hours week leads in all shows model un model congress literary magazine editor uhh part time job at dunkin donuts 15 hours week national honors society national hispanic recognition scholar national merit commended scholar french student of the year awardi moved to the united states from colombia south america when i was eleven years old 
BEQC4RRH81,0,2090,2,4,3,4,1,0,0,0,Harvard,0,0,Biomedical Engineering,
JTEQOV7ZCB,0,2080,5,4.4,4,3.9,1,0,0,0,Harvard,1,0,Mechanical Engineering,Swimming 3 years Water Polo 3 years Foreign Language Honor Society PresidentMerit award in Social Sciences Sophomore year 
02EL2XXD8H,0,2080,2,3.5,2,3.9,0,0,0,0,Harvard,0,0,Mechanical Engineering,
R0K951FDLQ,0,2080,3,4.333333333,3,3.84,1,1,0,0,Harvard,0,0,Economics,National Honor Society 11 12 Bowling Club 9 12 Interact 10 12 IB Diploma Candidate 11 12 Peace Camp Teen Leader 11 12 IB Club 11 12 Rotary Youth Leadership Awards 10 German Club Secretary 12 AP Focus President 12 Si Se Puede Volunteer of the Year National Honor Roll Who s Who of American High School Students AP Scholar
Y38IGOEGJV,0,2080,0,0,2,3.8,1,0,0,1,Harvard,0,1,Molecular Biology,
V6SQUW3A01,0,2080,3,4.666666667,4,3.49,1,0,0,0,Harvard,0,0,history,1 A Capella Treble Choir President 2005 2006 9th 12th grade 5 hours week 2 Varsity Softball Co Captain 2006 9th 12th grade 14 hours week 3 Varsity Volleyball Captain 2003 Injured in 2004 9th 12th grade 14 hours week 4 Youth Ending Hunger Interact Officer 2003 2004 2005 2006 Treasurer 2004 2005 9th 12th grade 3 hours week 5 A Capella Women s Ensemble one of eight members 11th 12th grade 2 hours week 6 Voice Lessons 9 10 and 12th grade 1 hour week 7 Junior Olympic Volleyball 10th grade 6 hours week 8 National Spanish Honors Society 10th 12th grade 1 hour week 9 Junior Varsity Basketball Co Captain 9th grade 15 hours week1 Fourth Place in the 2005 National Competition of National History Day in the Group Exhibit Category 2 Best Entry From Ohio in the 2005 National Competition of National History Day 3 National Finalist in the 2005 State Competition of National History Day in the Group Exhibit Category One of Two 4 First Place in the 2005 Regional Competition of National History Day in the Group Exhibit Category 5 First Place in the 2004 Regional Competition of National History Day in the Individual Exhibit Category 6 Best Junior Vocalist 2005 one male and female are chosen I think that my recomendations are good and will help me in the admissions process In addition I tore my ACL during my senior year which negatively impacted my junior year grades I shared this information on my application and hope that it will shine some light no my flaws 
GGX6FRQLK2,0,2080,2,4.5,4,3.8,0,0,0,0,Harvard,0,1,Biology, I am the president of the Spanish National Honor Society I am the vice president of the Art National Honor Society I am a co captain of the varsity Math Team I am X120 s Homeroom Representative freshman sophomore junior senior years I am a peer minister junior and senior years Honor Roll Ryken honors seven times four times freshman year once sophomore year and twice junior year all 90s and above I have made first honors five times all 85 and above I am a member of o National Honor Society Junior and Senior Years o Spanish National Honor Society Junior and Senior Years o Art National Honor Society Junior and Senior Years I am a recipient of The Art National Honor Society award As an outstanding and involved member of ANHS AMC 12 finalist award meeting a qualifying mark on the AMC test Stonehill Book Award meeting qualifications both academically and socially and I am a National Merit Commended Student one of the top 50 000 PSAT scores in the country Extracurricular Activities Cross Country Freshman Sophomore Junior and Senior Years Indoor and outdoor track freshman sophomore and junior years I am a member of the Varsity Math Team I have participated in both the fall and spring art exhibits I have participated in the Spanish Exchange Junior Year I volunteer at the Millis Food Pantry I have taught CDD to second graders Sophomore and Junior Years I have traveled with People to People to o France Spain Australia New Zealand England Germany Italy Greece Switzerland Mexico Costa Rica and Panama o People to People is a student travel organization that was founded by President Eisenhower and each summer sends more than 80 000 students to foreign countries for three weeks to learn about different cultures Work Experience Photo Lab Technician at CVS in Medfield 2005 present o summers 35 hours a week and school year 20 hours a week Basketball Referee 2001 present o Five hours a week 
OP0NB0ALL6,1,2080,3,4.333333333,3,3.85,1,0,0,0,Harvard,0,0,Chemical Engineering Chemistry,Varsity Cross Country 11 12 Drama co lead held 10 11 12 Track and Field 9 10 11 12 Indor Track and Field 10 11 12 Representative to the School Board 11 12 National Honor Society 10 11 12 VP 12 Foreign Language Club 10 11 12 Pres 11 12 Athletic Council 11 12 volunteering for the music department 9 10 11 12 summer job through the girl scouts 10 11 much more Harvard Book Award AP Scholar High Honor Role 9 10 11 12 First Generation
V5JDEFO8IF,0,2080,6,2.833333333,2,3.95,1,1,0,0,Harvard,0,0,Linguistics,Dance 14 years 20 hours week Piano 12 years 10 hours week Science Bowl 2 years 3 hours week California Scholastic Federation 6 years 2 hours week President for 1 term Varsity Track and Field 1 year 15 hours week Varsity Swimming 2 years 15 hours week Burger King 1 year 10 hours week Community Service 400 hours 4 years Peer Court 1 year 10 hours week Mock Trial 1 year 5 hours week Leadership 4 years 10 hours week ASB Rally Director 1 year 10 hours week ASB Vice President 1 year 10 hours week Model United Nations 1 year 5 hours weekJefferson Award Honors Award Principals Award 1st Place in the Poetry Slam
5MK3YJQ70Y,0,2080,4,3.75,3,3.5,0,0,0,0,Harvard,0,0,Communications,
KYYHQRHBV9,0,2080,5,4.2,2,3.85,0,0,0,0,Harvard,0,0,Biology Pre Med ,moderate a few sports and clubs and a part time jobfamily circumstances positive
0MZVNNTUAB,0,2070,4,4.5,3,4,0,0,0,0,Harvard,0,0,Business Administration Marketing,
NVN8E1KRQA,0,2070,4,3.5,5,4,1,0,0,0,Harvard,0,0,chemistry,
JM9WETKMN5,1,2070,2,4,6,3.95,0,1,0,0,Harvard,1,0,Neurobiology,Class Officer 10 V Prez Freshman Basketball 9 Capt Varsity Basketball 10 11 12 Capt 11 12 Student Council 10 11 12 Prez 12 Math Team 9 10 11 12 Track Field 9 10 11 12 Cross Country 9 Every 15 Minutes Committee 11 student rep Student Council Spirit Committee 11 12 Student of the Month Committee 11 12 co chair Student Council Executive Committee 11 12 chair Student Council Constitution Committee 12 chair Key Club 10 11 12 Treas 12 National Honor Society 11 12 V Prez 12 Student Advisory Council 12 DARE Role Model 11 One Act Play Twelfth Night 11 AntonioMath Team Award 9 10 11 1st H C 9th gr 50 hr Key Club Award 10 100 hr Key Club Award 11 Academic Excellence Awards Geometry 9 Acc Algebra II 10 Health 9 Accounting 10 History 10 Spanish III 11 Precalculus 11 Recognition Awards Spanish I II III 9 10 11 Latin I 10 Medusa Exam 10 AP US History 11 Peer Tutor Certificate 10 YMCA Teddy Saunders Award 11 Citizen Sportsmanship Big East Class B Scholar Athlete basketball 11 Univ of Rochester Frederick Douglass Susan B Anthony Award in Humanities Social Sciences 11 Rensselaer Polytechnic Institute Science Mathematics Medal 11 Williams College Book Award 11 National Achievement Semi Finalist 12 Principal s Leadership Award Nominee 12Great Recommendations Okay Interview Hard to tell 
1F0DE29ST3,0,2070,1,4,3,3.89,1,1,0,0,Harvard,0,0,Film Writing and Business,4 Yr Varsity Basketball Team 3 yrs Captain and MVP 20 hrs week 2 Yr Mock Trial Team 12 hrs week 2 Year Speech Debate Team 8 hrs week National Honor Society All League Basketball 2 yrs All League Academic Team Basketball 3 yrs All County Individual Performance Award Mock Trial Twice Placed Second in Tri County Speech Tournaments Various Writing Awards
78Q6LLXKOL,0,2070,2,5,4,4,1,1,0,0,Harvard,0,0,Pre med,
XAC2SSMA4D,1,2070,2,4,3,4,1,1,0,0,Harvard,0,0,Biology,Varsity Soccer Captain 11th and 12th grade Piano Future Leaders Institute Co Chair of Student GovernmentHonor Roll Community Service Award All League Women s Varsity Soccer National Achievement Scholar
DENLO7VC1S,1,2070,4,3.5,3,3.52,0,1,0,0,Harvard,0,0,finance,
4MUQC3N6YW,1,2070,2,5,3,3.8,1,0,0,1,Harvard,1,0,history,Rowing Crew 6years 10hrs week 40weeks year co captainSaratoga Springs High School Academic Achievement Award Certificate of Merit Presented by Senator BrunoI believe all of my teacher and coach recommendations are beneficial to me and accurately reflect my strengths and abilities 
5CDQNGUACL,0,2070,4,5,3,4,1,0,0,0,Harvard,0,0,,Badminton club 4yrs CSF 3yrs NHS 1yr VP Bravo Computer Society 2 yrsScience Bowl 5th place regionals National Biology Olympiad Semifinalist National Chemistry Olympiad Semifinalist ASCE Bridge Building Competition 1st place Math Department Award
FVSN43HC6W,1,2070,7,4.285714286,4,4,1,0,0,0,Harvard,1,0,,
5OO7XSTQ6F,0,2070,1,5,3,3.97,0,0,0,0,Harvard,0,0,,
DEEQWGDWQG,1,2070,2,3,3,3.95,1,0,0,0,Harvard,0,0,political science,
ZC1DZAWW7W,1,2069,2,4.5,2,4,0,0,0,0,Harvard,0,0,Neurobiology,ShushSmsjss
3W6B0ATUIK,0,2060,5,4.4,2,3.95,0,0,0,0,Harvard,0,0,Naval Architecture,Water Polo 3 years Co Captain Varsity team x 3 years Swim 4 years Varsity team x 3 years National Honor Society 3 years President x 1year
5PE1C1HG7I,0,2060,4,3.25,3,4,1,0,0,0,Harvard,0,0,Bioengineering Pre med,too much to typetoo much to type
SYKB38YD7V,0,2060,5,3.2,4,3.82,1,1,0,0,Harvard,1,0,Literature,Hostess 6 05 Present 15 hours per week Executive Secretary 10 02 Present 7 hours per week Private Tutor 10 05 Present 4 hours per week Biology Teacher s Assistant 9 05 Present 5 hours per week Camp Counselor 8 04 40 hours during one week Dance 1998 PresentNational Hispanic Recognition Program Scholar 2005 Letter of Commendation 2005 AP Scholar 2005 President s Award for Outstanding Academic Excellence High School Honor Roll 2003 2005 
OOJY8IP67V,0,2060,0,0,3,3.54,1,1,0,0,Harvard,0,0,Women s Studies and Political Science,Key Club 2 hours week Northshore Alliance of Gay and Lesbian Youth nAGLY 4 hours week Students Against Destructive Decisions SADD 1 hour week Riverside Cafe 10 hours week National Honors Society 2 hours week Civil Rights Team 2 hours weekFrederick Douglass ans Susan B Anthony Award nAGLY Youth Leadership Award
U2FAVX40WF,0,2060,3,4,5,3.87,1,0,0,0,Harvard,0,0,Sociology,
CI184GZ88H,0,2060,6,4.333333333,3,4,0,0,0,0,Harvard,0,0,Chemical Engineering,
QWOWZBUU5Y,0,2060,2,3.5,5,3.9,0,0,0,0,Harvard,0,0,Biological Sciences Pre Med,Red Cross Club 11th and 12th grade Average 4 hours per week 36 weeks per year The San Luis Obispo High School Red Cross Chapter devotes its time and energy to spreading the values of the Red Cross to elementary school children We prepare for and give presentations to after school programs at local elementary schools addressing issues such as emergency procedures and safety in disaster situations In addition club members participate in fundraisers and service activities in conjunction with the local San Luis Obispo Red Cross Chapter In 11th grade I was treasurer and in 12th grade I am the secretary Environmental Club 11th and 12th grade Average 3 hours per week 36 weeks per year The Environmental Club Envi Club for short focuses on making our school more environmentally friendly We conduct endeavors such as recycling drives as well as raise awareness of our environment s current state of condition We encourage students and faculty to adopt a greener more sustainable lifestyle In 11th grade I was secretary and now in 12th grade I am Vice President National Honor Society 11th and 12th grade average 3 hours per week 36 weeks per year NHS amalgamates scholarly students into one club focused on service the community Membership is exclusive and all members are required to attend meetings and participate in service activities which change from month to month Camp PAWS 11th grade summer and upcoming 12th grade summer average 40 hours per week 4 weeks per year As a Teen Staff member I cooperate with other teen and adult staff members to conduct a summer camp for children at the Animal Services Center We teach the campers about the dynamics of the animal shelter responsible pet ownership In addition we assist the kids in training shelter dogs in obedience tricks and agility obstacle courses This gives campers confidence and increases dogs chance at being adopted since a trained dog is more appealing to potential adopters Athletics Swimming Diving 9th 12th grade average 20 hours per week 12 weeks per year I was a Junior Varsity swimmer 9th and 10th grade and a Varsity swimmer 11th grade I will be Varsity again this coming 12th grade season Swimmers are required to come to practice and participate in morning and afternoon for Varsity workouts We also compete in swim meets In 11th grade I was a member of the diving team for a short time in addition to swimming I may do it again this year depending on the need for male divers Edna 4 H 11th grade average 4 hours per week 42 weeks per year Edna 4 H members attend monthly general meetings participating in service activities and contributing to the news and meeting proceedings In addition members meet with their groups outside of general meetings a couple times a month I was in the poultry group and when we got together we discussed our chickens progress upcoming shows and studied poultry information in preparation for occasional Level Testing I cared for and groomed my chickens daily Central Coast Culinary 11th grade average 5 hours per week 4 weeks per year As a volunteer in Debbie Duggan s cooking classes I cooperated with the other volunteers cooking cleaning serving food and helping the class run smoothly Grace Youth 12th grade average 4 hours per week 42 weeks per year Grace Youth Ministries is a youth group that meets on Wednesdays and Sundays for Christian services and fellowship Academic Honor Roll Academic Letter 10 consecutive trimesters 9th 12 grade Golden Tiger Award in Jobs 9th grade Golden Tiger Award in Ceramics 11th grade Scholar Athlete Award 11th grade National Junior Classical League Scholar 11th and 12th grade Maxima Cum Laude on the National Latin Exam 11th grade CSF Seal Bearer Candidate 12th grade Golden Tiger Award in Advanced Art Studies 12th grade
GRHWNRNMIK,0,2050,3,4.333333333,3,3.36,1,0,0,0,Harvard,0,0,,Crew freshman year 900hrs Foreign Exchange in France sophomore year 1560hrs Volunteering sophomore junior year 90hrs Bio tech internship summer before junior year 280hrs Internship abroad summer before senior year 140hrs Physics tutor junior year 40hrs Writing workshop aid senior year 10hrs Warped Tour eco co initiative volunteer summer before senior year 15hrs Poll working San Mateo County senior year 16hrs AP Scholar AwardI decided to spend a year abroad in France my sophomore year of high school At the end of this year I returned to California to visit my dad I was planning on going back to France to finish my education in an IB program but I had a healthy problem and had to have surgery to remove tumors on my ovaries My recovery time was long which made it so that I returned to France for my junior year two months after school started Since I was unable to catch up and there were post op problems I decided to move back to California to finish my high school in America Since I came back to America during the second semester of my junior year I decided to redo the end of my sophomore year instead of being a second semester junior without having completed much of the first because of health problems Because of this my transcript is a bit confusing Also when I was going to school in France I had trouble academically because of the differences in level For example I had been learning Mexican Spanish in America but Castillian was being taught in France Although they are both forms of Spanish the differences in the languages made it hard to adapt to Also there was an academic barrier in math I came to my French school having completed geometry as a freshman and in my classes expected me to know algebra II as well as calculus Although I retook many of the courses when I came back to America this explains the lower grades on my transcript 
